constructor,target,variant,kind,ema_error,anchor_error,passage_error,ema_v,ema_a,anchor_v,anchor_a,passage_v,passage_a,tail_v,tail_a,target_v,target_a
graph-walk,calm,ordered,ordered,0.35132102725272324,0.2590544996417369,0.23277752746188235,0.4454046635668988,0.3750661166905652,0.5705435301488897,0.3868277527917311,0.5414386239193492,0.3033805092781648,0.7466666666666667,0.21633333333333335,0.75,0.2
graph-walk,calm,shuffle0,shuffled,0.49791406280890865,0.2791149887213802,0.19417397480917245,0.3265138996509616,0.4618738947547808,0.5568562505460235,0.4014960768248249,0.5609017262336554,0.24410640941837974,0.5408124999999999,0.42972916666666666,0.75,0.2
graph-walk,calm,shuffle1,shuffled,0.5027815398382302,0.31601308519064175,0.2898783233532219,0.3341704978526159,0.48262183557885346,0.5325162169602693,0.42927074415728483,0.47848433851963024,0.30153170894332626,0.6396666666666666,0.33825,0.75,0.2
graph-walk,calm,shuffle2,shuffled,0.45187614771161366,0.2636039454187952,0.19899967085722267,0.38758517137914694,0.469902843383329,0.5781749815636964,0.39990798653310256,0.5635182150493052,0.2694651918797161,0.5772291666666667,0.39606250000000004,0.75,0.2
graph-walk,calm,shuffle3,shuffled,0.4925453844475215,0.3198094951203492,0.24526089817855976,0.34614700178393165,0.4819640253160837,0.5202307192050447,0.4224504231780682,0.5128628543323283,0.2626009769887283,0.5611249999999999,0.3867083333333334,0.75,0.2
graph-walk,calm,shuffle4,shuffled,0.46776458908578733,0.28147479020723554,0.23475899011871637,0.3545335379860401,0.4498199115858395,0.5503217805349668,0.3983851461009148,0.5198090580280699,0.24608593793810718,0.6526458333333334,0.30922916666666667,0.75,0.2
graph-walk,calm,shuffle5,shuffled,0.39664273648433035,0.2726642184425303,0.19176327601294246,0.40180948292197677,0.3899705877832585,0.562551177830505,0.398011906425207,0.5618908862587333,0.23725742012929965,0.7029166666666666,0.264,0.75,0.2
graph-walk,calm,shuffle6,shuffled,0.4745675547352634,0.2933392265872403,0.23547981366072945,0.33946532374728006,0.4380664688726274,0.5485068593408268,0.41318634131224957,0.5245827111277394,0.26810131070083504,0.5967291666666666,0.3694791666666667,0.75,0.2
graph-walk,calm,shuffle7,shuffled,0.44123329642858644,0.28059402798475647,0.22559264030699924,0.3771601154910636,0.4359602559682453,0.5593003762777297,0.40583163520920396,0.5270761636251949,0.2345977244428342,0.6963958333333333,0.26156250000000003,0.75,0.2
graph-walk,calm,reversed,reversed,0.4665488953600948,0.26314739692221967,0.2576870727864929,0.40854126884018227,0.5179210698844164,0.5728103903322652,0.3945517790531251,0.5440045601479799,0.35481765481185945,0.5205,0.47275000000000006,0.75,0.2
graph-walk,focused,ordered,ordered,0.27192504514069615,0.15223066226458343,0.13659575800558807,0.3973421333729358,0.49946526666753294,0.5788186935609362,0.4654362747723527,0.5463774875107086,0.5110012583767174,0.6036666666666667,0.5474333333333333,0.65,0.6
graph-walk,focused,shuffle0,shuffled,0.2936591448656305,0.15741586712605338,0.1357084128302664,0.3827818102196157,0.4782209689079935,0.5670448936394773,0.46621582473341006,0.6563897864983879,0.4644421011470927,0.5873333333333333,0.4385,0.65,0.6
graph-walk,focused,shuffle1,shuffled,0.3482754994872831,0.15112014681209854,0.1361784327586486,0.3066395703917534,0.5416952924511508,0.5508623729036345,0.48594286665792363,0.5195194471589444,0.5610206352168963,0.6061666666666666,0.47175833333333334,0.65,0.6
graph-walk,focused,shuffle2,shuffled,0.29833104794754484,0.16180286712004943,0.11932753320195015,0.37336494897497635,0.48831086573053384,0.5592085358835206,0.46607062364121005,0.6078059213743846,0.4883813639708946,0.5748666666666666,0.4121166666666667,0.65,0.6
graph-walk,focused,shuffle3,shuffled,0.2654502969686906,0.16328127165301815,0.11096264245381622,0.42490853997674155,0.4592957186672563,0.5482330190357735,0.4723118828627602,0.6047459971610946,0.4986847333942717,0.57945,0.4469083333333334,0.65,0.6
graph-walk,focused,shuffle4,shuffled,0.2918901773021871,0.17167197580004906,0.12482469210731383,0.39983948278265113,0.4496018908661059,0.557858720635356,0.45515093403083584,0.6091028256659184,0.4820651667607342,0.5816666666666667,0.3776333333333333,0.65,0.6
graph-walk,focused,shuffle5,shuffled,0.2830252588467012,0.15247647506893747,0.11642572293619034,0.3773967024748517,0.523903092548661,0.5875672646473814,0.46089130506744663,0.5678237166241916,0.5175257166642026,0.6248333333333334,0.5484666666666667,0.65,0.6
graph-walk,focused,shuffle6,shuffled,0.33571140403932154,0.1610246475392082,0.1454893203095655,0.3193275415259779,0.5420528515904474,0.5412783072404905,0.4812206640924733,0.5150837201157016,0.5455505762535452,0.6136166666666667,0.5047083333333333,0.65,0.6
graph-walk,focused,shuffle7,shuffled,0.2624833784537785,0.16686507187091584,0.1134364490626979,0.44046233173225174,0.4419130317153732,0.5379920967922847,0.47631418096848377,0.5563340957159909,0.5360115139215429,0.5920333333333333,0.3783666666666667,0.65,0.6
graph-walk,focused,reversed,reversed,0.2295513687510579,0.15427315732017927,0.10754467746779119,0.45328268940984584,0.48169475662650885,0.6002764841396002,0.4539596663930907,0.5645517695287786,0.5346971856579805,0.5718333333333333,0.49833333333333335,0.65,0.6
graph-walk,excited,ordered,ordered,0.554463341719502,0.4436499143475438,0.3497413849067223,0.36320009790242375,0.50848068453116,0.60445212881956,0.4517710751623119,0.577697964801826,0.579998441739271,0.7995,0.8125,0.8,0.85
graph-walk,excited,shuffle0,shuffled,0.6352458780693664,0.427452005988651,0.4332688231918313,0.25579852966200217,0.5223079413747084,0.578188899078413,0.48460288324663087,0.4925275749127716,0.5447417798633212,0.5193333333333333,0.5103333333333333,0.8,0.85
graph-walk,excited,shuffle1,shuffled,0.6277995313808811,0.4303211258543007,0.4415963920711849,0.2647131031075216,0.5219753216337601,0.5944395130320063,0.4719508529913151,0.5095938817517252,0.517326496434933,0.6122916666666666,0.5996250000000001,0.8,0.85
